,comment,label_id,comment_len_by_words
6320,واقعا هارد خوبیه تو جیب عقب هم میشه بذاریش خیلی هم سبکه این که من خرید#خر ساخت مالزیه ولی جنس روش اونقدرا که فکر میکردم براق نیست,1,27.0
6056,سلام به همه دوستان به نظر من خوبی این محصول خیلی چشمگیر از بدی آن بود#باش,1,16.0
13487,تاچ گوش بسیار روان که احساس خوبی به ادم دست میده,2,11.0
3400,رنگ آن نیز مشک از نوع مات #است,0,8.0
11919,دوستان که با گوشیشون خیلی بازی میکنند بازی HD با کیفیت بالا میخوان این گوش مناسب نیست,-1,17.0
12912,باطریه خوبی هم داره با توجه به پردازنده رم عالیش,2,10.0
4181,به نظر من هوآوی یه انقلابه تو گوشی‌ها به نظر من این گوش با توجه به گارانتی یک سال بیشتر از اینا می‌ارزه,1,23.0
2258,برین یه گوش معمولی بگیرین,0,5.0
13138,البته اون زمان که من خرید#خر قیمت گوش ارزونتر بود#باش,0,10.0
14082,تغییرات دیگر در سراسر بدنه هم ایجاد شد#شو که شامل مقدار تغییر در ساخت خود بدنه طراح چینش دکمه البته مقدار دستگیره بزرگ شد#شو,0,24.0
470,گوش خوبیه با توجه به امکانات توانایی این رو داره با سایر گوش رقابت کنه,1,15.0
8164,اگه بهترین گوش سال نشه البته اگه اتفاق خاص نیفته بی عدالت کردن توجه داشت#دار که دو هسته‌ای این مدل پردازنده که روی وان اس بود#باش کاملا قابل مقایسه با هسته ای بود#باش پس همه این پردازنده رو که تا حالا اومده حتی نو رو به راحت پشت سر میگذاره صفحه نمایش هم که مشخصه اون هم که بستگی به سلیقه طرف داره دوربین که مگاپیکسل تکلیف معلومه سیستم عامل که کاملا مطرحه به ۴٫ هم اپدیت شده مدت زیاد قابل استفادست تورو خدا هم حرف از طراح برد#بر ال جی زد#زن چون اون هم سلیقه #هست اجبار هم تو نیست,2,101.0
10180,اما در فن آورد#آور به کار رفته کاشت#کار کرد#کن که فوکوس تا حد زیاد توسط فن آورد#آور Phase Detection انجام شد#شو سپس برای تنظیم دقیق از Contrast detection استفاده شد#شو,0,30.0
4945,این درایو نوری از کارا بالا نویز کمتر نسبت به نسخه قبل برخوردار #است,1,14.0
14327,فرصت کوتاه در استفاده از این دستگاه داشت#دار ولی در هفته که آن را به عنوان گوش اصل خود استفاده کرد#کن تحت استفاده خیلی سنگین قرار گرفت#گیر کار عالی بود#باش,2,30.0
12764,در حقیقت اگر دستان بزرگ داشت#دار این دستگیره به نظر خیلی کوچک آمد#آ,-1,13.0
13398,دنیا که جذابیت فوق العاده خودش را داشت#دار از آنجا که Kinect نسبت به رقبا PS۳ Move Nintendo Wii مطلوبیت بیشتر داشت#دار راحت نیز می‌توان از آن استفاده نمود بنابر این به شما توصیه کرد#کن لذت استفاده از Kinect Xbox را حداقل یکبار تجربه کرد#کن,2,45.0
4832,ps۳ پروسسور هسته‌ای داره blu-ray پلیر WiFi داخل داره که هیچکدومو xbox نداره قیمت بالا ps۳ هم برای همین چیزهاست,0,20.0
129,شاید فوق فوق تغییرات خیلی جزئی تو مدلهای جدید بدن,0,10.0
5909,این دوربین رو من از هین سایت خرید#خر میخوام بگم فوق العاده #است تنها فرق این گوش با مدل hx زومشون #هست همینطور hx نسبت به مدل قبل خودش فقط امکان wifi به اضافه شده وگرنه این مدل هیچ فرق با هم ندارن فقط بحث سر زومشون #هست,2,48.0
11567,این حافظه RAM بیشترین مقدار #است که تا کنون بر روی یک گوش هوشمند قرار گرفته پردازشگر گرافیکی هم توان تولید قدرت فراوان داشت#دار,1,24.0
12051,با سلام من تجربه استفاده از خیلی گوشی‌های سون اریکسون سون رو تا به الان داشت#دار این گوش رو به تازگی خرید#خر به جر میگ بهترین گوش SONY تا به الان این گوش #هست,2,34.0
11904,نکته اگه میخواین ورژن سیستم عاملتون رو ببینید این رمز رو زد#زن #* ستاره- مربع- ۴تا صفر-مربع با این ورژنی که نوشت#نویس مقایسه کرد#کن,0,24.0
3186,کیفیت ساخت خوب Asus با همکار Google,1,7.0
8585,این دوربین هم ویژگی خوب شاخص خود را ارائه داد#ده که توانست#توان به نوع آن را از دیگر دوربین هم رده متمایز ساخت#ساز,1,23.0
742,امکانات خوبی داره اما نمیشه نواقص رو نادیده گرفت#گیر,0,9.0
6897,از نظر طراح HTC مثل همیشه گل کاشته,1,8.0
10312,در حقیقت می‌توان به جر گفت#گو که کمتر تبلتی در بازار وجود که دوربین به خوبی دوربینStylistic داشت#دار,1,18.0
1278,صفحه نمایش بسیار ضعیف,-2,4.0
3176,دوستان من تقریبا بیستو پنج روزه این تب رو داشت#دار قبل دو مدل رو داشت#دار هم پی هم پی پلاس میخواستم یکباره برد#بر سراغ تب پی که به نظر بهترین خوش دست تبلته دنیاس ولی یه ضعف کوچیک که به نظر مهمه دلمو زد#زن اندروید ولی در کل میگ محشره,1,50.0
3316,ترین دوربینیه که به عمر دید#بین,0,6.0
11952,در کل اگه کس یه پرینتر متوسط بی دردسر برای مصرف خانگی میخواد می‌تونم بگم عالیه تا سال میتونه نیاز کاربر رو برطرف کنه,2,24.0
4439,به این مزایا صفحه نمایش با کیفیت تراکم پیکسل بسیار بالا را نیز که اضافه کرد#کن تنها نقطه ضعف گوش دوربین آن بود#باش,1,23.0
11431,تو گوشی‌های رده متوسط با توجه به این که آپدیت آندروید هم قراره براش بیاد با این قیمت بهترین انتخابه شک کرد#کن,1,22.0
8111,یا اینکه بین مودهای لرزش گرفت#گیر Standard Steady Shot یا Active Mode انتخاب کرد#کن که تا برابر بدون هیچ گونه عارضه جانبی مؤثر #است,1,24.0
12882,رم بالا ۲گیگ بسیار مناسب کارآمد #هست,2,7.0
6854,اما پس از اینکه عکاس پیاپی را برای تعداد زیاد عکس انجام داد#ده مدت نسبتا زیاد دوربین قفل شد#شو تا عکس بر روی کارت حافظه ذخیره شد#شو,0,27.0
5040,arcade با مگابایت حافظه بصورت onboard مدل دارا کارت حافظه مگابایت همراه که این مدل وارد ایران شد#شو,0,18.0
14768,البته این لامپ در محدوده کوچک کارآیی چندان داشت#دار,-1,9.0
11307,متأسفانه عکس گرفته شده با دوربین این تبلت از کیفیت رضایت بخشی برخوردار #هست,-1,14.0
8052,دوربیندوربین اصل این گوش یک دوربین مگاپیکسلی #است که به کمک فلاش LED عکس با کیفیت با رزولوشن را ثبت نمود#نما,1,21.0
657,ناگفته نمونه با اینکه ساکن تهران #هست برام هزینه پست اعمال میشه همیشه از دیجی کالا خرید میکنم به چند دلیل از همه مه کالا اصل درجه یک تحویل میده ۲- بسته بند عالیه ۳- ساعت مهلت تست داره با اینکه بیش از قلم کالا از جمله لب تاب هارد دوربین,1,51.0
3729,با توجه به قیمت محشره,2,5.0
3711,اول اینه که از بازی سه بعد مثل آسفالت پشتیبان نمی‌کنه,-1,11.0
1459,لرزشگیر تصویر واقعا عالیه به خوبی جلو لرزش رو میگیره,2,10.0
9481,سلام گوش خوبیه من یک هفته پیش در زمان پیشنهاد شگفت انگیز خرید#خر قاب پشت درست بست#بند بردمش دیجی کالا گوش رو عوض کرد#کن,1,24.0
10497,کیفیت عکاس نیز خیلی خوب نیست به طوری که شاید توانست#توان گفت#گو حتی به پای کیفیت عکس تلفن همراه هم رسید#رس,-1,21.0
1673,شاید یک از اصلی‌ترین برتری‌های محصولات کمپانی اپل که باعث گردیده همه آن با استقبال فراوان مواجه گشت#گرد وجود سیستم عامل انحصار این کمپانی #است که در بین سیستم عامل موجود بر روی گوشی‌های موبایل تبلت‌ها به واقع تا به امروز بی رقیب #است,1,44.0
4300,من شخصا آیپاد تاچ نسل چهار داشت#دار که دستگاه واقعا شگفت انگیزه,2,12.0
11962,اما در مورد کیفیت رنگ باید بگم که تا قبل از تمام شدن رنگ اولیه کیفیت فوق العاده بود#باش متاسفانه بعد از شارژ مجدد از کیفیت رنگ اولیه کاست#کاه ولی در کل چاپگر مناسب #هست از خرید پشیمون نمیشید,1,39.0
10274,همانطور که گفت#گو تفاوت با در این #است که دارا گیگابایت حافظه خشک داخل بود#باش که تا حدود ساعت فیلم را توانست#توان بر روی آن ضبط کرد#کن,0,27.0
377,با اینکه Ixus HS لنز کوچک‌تری نسبت به HS داشت#دار ولی ضخامت آن کم بیشتر #است,0,16.0
11494,بعد از من منتظر همچین گوش باقابلیت والکمن بود#باش که انگار این گوش همونه ظاهر کارا عالی داره ببنیم قیمت چقدر باشه,1,22.0
5488,درون جعبه که ما به نقد بررسی آن پرداخت#پرداز حتی هندزفری هم وجود داشت#دار,-1,14.0
2091,سال از خرید اولین گوش همراه گذشته LG در این مدت چند گوش عوض کرد#کن با گذر زمان سلایق کاربر ام تغییر کرد#کن همیشه به این فکر کرد#کن که چرا همه امکانات در یک دیوایس موجود نیست,0,37.0
6575,اما اگر پس زمینه دارا جزئیات فراوان بود#باش مثلا دوربین حرکت نیز داشت مثل منظره از درختان علف بلند به نظر رسید#رس که سنسور تصویر ۲٫ مگاپیکسلی توانست#توان تفکیک خیلی خوبی داشت#دار,-1,32.0
493,با توجه به قیمت در فروردین,0,6.0
2196,باتری با قرار گرفتن یک باتری میلی آمپر شارژ داد#ده این گوش نسبت به مدل پیشین آن که از یک باتری میلی آمپر استفاده نمود#نما تا چند ساعت بهتر شد#شو,1,30.0
14025,کیفیت عکس فیلم واقعا در سطح بسیار عالی #هست شک کرد#کن,2,11.0
10954,در رابطه با مشخصات سخت‌افزار دستگاه البته با تجربه متفاوت روبرو شد#شو نه‌تنها در کیفیت ساخت طراح بدنه کیفیت صفحه‌نمایش دوربین صفحه‌کلید دوام باتری عملکرد TF بسیار مناسب #است بلکه چیپ‌ست پردازش نسبتا قدرتمند در کنار حافظه RAM مناسب تاخیر خاص را در بازگشایی صفحات مختلف سیستم‌عامل البته بجز اپلیکیشن آفیس نشان داد#ده,1,53.0
14901,مطمن بود#باش از خرید این شاهکار apple پشیمان نمیشوید,2,9.0
186,این گوش ظاهر خوبی داره ولی متاسفانه دکمه برگ به صفحه قبل ان مشکل داره ظاهرا گوش هنگ میکنه باعث میشه سرعت عمل ان کم بشه,-1,26.0
10017,به نظر من که ارزش خرید نداره,-1,7.0
4539,ray از نظر سیستم عامل اجرا نرم افزار واقعا خوبه,1,10.0
9292,واقعا حیرت انگیزه زوم اپتیکال بسیار زیاد امکانات مناسب,2,9.0
11286,درون این پنل خاکستر یک Transparency Adapter قرار گرفته که بوسیله‌ی کابلی خاکستر رنگ به بدنه اصل متصل گشت#گرد,0,19.0
8280,به روز رساند#رسان در تست‌هایی که انجام داد#ده کیفیت عکس گرفته شده توسط DV در سطح خوبی #است,1,18.0
13896,دوم اینکه اگر هارد بر اثر مجاورت با یک منبع گرما مانند گیرنده دیجیتال بیش ازحد گرم بشه به طور اتوماتیک خودش از کارمیفته ازسوختن گرما بیشترجلوگیری میکنه,1,28.0
12996,سخت افزار داخل دوربین باتری سخت افزار Nexus کاملا شبیه به ابر گوش LG یعنی Optimus #است,0,17.0
12229,در کل در مقایسه با قیمت خیلی عالیه امکانات خوبی داره,1,11.0
719,این لپ تاب رو من چند روز پیش از دیجی کالا خریدار کرد#کن در نگاه اول طراح اون بسیار جالب شیکه بدنه آلومنیومی اون مقاومت خوبی داره کیبورد تاچ واقعا عالیه یک از نقاط قوته این مدله صفحه نمایش کیفیت متوسط رو به بالا داره چون ماته تو محیط خارج از منزل کاملا جواب میده تنها نکته منفی بود#باش سی دی درایور دستگاه بود#باش که واقعا اذیت شد#شو سایت HP خیلی گنگ سرعت پایینه,1,74.0
9202,گوشیه بسیار خوبی هستش فقط تنها مشکل حافظه کمیه که داره که مدل gig هم موجوده که از همین سایت میتونین تهیه کنین در خرید شک نکنین,1,27.0
13483,اگه هم pin رو روش فعال کرد#کن روز یک دو بار ازت pin رو میخواد,-1,15.0
4741,کلا بهتره هر دوشو داشت#دار,0,5.0
9822,دوربین از نظر کیف هم خیلی بالا از sx مثل بالا بودن پیکسل وجود چند مود حرفه‌ای برای بهتر بودن عکس در شب,0,23.0
13495,بازی سنگین نصب کرد#کن,0,4.0
8312,اصلا راضی #هست حتی نمی‌تونم ویندوز تو ریخت#ریز,-1,8.0
5190,نه به این خاطر که مشابه داشت#دار بلکه به این علت که دستگاه مشابه آن با این سخت افزار بیش از برابر آن قیمت داشت#دار,0,25.0
12713,با استفاده از فن آورد#آور Dual Record نیز توانست#توان در هنگام فیلم بردار به عکاس نیز پرداخت#پرداز,0,17.0
4819,اقا چرا به خودتون سختی میدین xbox از نظر سخت افزار خیلی بهتر از ps۳ ست فقط بازی اختصاص ps۳ ممکنه معروف باشه چون ps قدیم تره از نظر داغ مشکل نداره من از ماه پیش که خرید#خر داشت#دار بدون فن بازی کرد#کن,0,43.0
12834,مود Face detection سعی کرد#کن بر روی چهره افراد موجود در کادر فوکوس کند,0,14.0
13457,فیلم بردار دوربین Asha با کیفیت QVGA سرعت فر بر ثانیه صورت پذیرفت#پذیر که چندان قابل تعریف نیست,-1,18.0
11215,با سلام من اینو از دی جی کالا گرفت#گیر اما بلد #هست چاپ دو رو گرفت#گیر,-1,16.0
11315,این گوش هم مثل بقیه گوشی‌ها مزایا معایب خودشو داره که به چندتایی اشاره میکنم تادوستانی که قصد خرید داشت#دار بتونن بهتر تصمیم گرفت#گیر مزایا ۱-آندروید۲٫۳وقابلیت آپدیت به آندروید۴٫ که خودم الان آپدیت۴ شو داشت#دار,0,35.0
8407,فقط پردازنده یه کم ضعیفه صفحش هم LED نیست,-1,9.0
8140,باید براى یک انتخاب عالى به سلیقه نیاز هامون نگاه کرد#کن,0,11.0
7613,اما باخت#باز نسبت به قیمت خوبه,1,6.0
12380,منتظر ارائه learning Hub هم از طرف سامسونگ #هست که کاربرد آموزش علم داره برای گلکسی نت طراح شده,0,19.0
6970,گرچه اگر بخواید بهترین رو داشت#دار نه یک از بهترینا بهترین منظورمه این گوش انتخاب اول آخره,1,17.0
7736,هر دو بیشینه رزولوشن ppi را ارائه داد#ده از لامپ LED برای نور پس زمینه بهره برد#بر,0,17.0
12770,جایگاه بیشتر کنترل دکمه نیز شبیه به دوربین بود#باش اگر هم تغییر رخ داده بیشتر تزئین بود#باش,0,17.0
3597,شگفت زد#زن وقت که دانست#دان برای اتصال آن به هم حتی به نگاه کردن هم نیاز نیست فقط کافیست آن را به هم نزدیک نمود#نما تا جاذبه مغناطیس آن باعث اتصال سریع آن آمادگیشان برای کار شد#شو,1,37.0
10591,من شنید#شنو سیم کارت اپراتور‌های تلفن همراه ایران با این گوش سازگار #هست,-1,13.0
6880,باتری اینترنال به معنی این نیست که بهیچ عنوان قابل تعویض نیست فقط از دسترس کاربر خارج #است,-1,18.0
6109,در کنار این سخت افزار یک گیگابایت حافظه رم نیز به اجرا بهتر دستورات کمک نمود#نما,1,16.0
12869,سلام واقعا گوشیه قدرتمند هستش چنین پردازنده تو xperia به کار رفته که رزولوشن اون قدرت بیشتر از cpu gpu میگیره ولی این hd کار cpu راحت تره,2,28.0
14056,این دوربین مجهز به لنز میلی متر با توانایی زوم برابر بود#باش,0,12.0
7162,باتریButterfly دارا یک باتری لیتیوم-پلیمری میلی آمپر-ساعتی بود#باش,1,8.0
9576,بهترین انتخاب هم از لحاظ قیمت امکاناته,1,7.0
7073,واقعا میشه گفت#گو بهترین حریف برای گلکسی اس گلکسی نو سامسونگ #هست,1,12.0
7606,با این حال از ایزو به بالا کم کم نویز پدیدار گشت#گرد,-1,12.0
13752,زوم اپتیکال JVC GZ-MG سی پنج برابر زوم دیجیتال آن برابر #است,0,12.0
10669,باخت#باز یه شاهکاره دیگه از اپل,2,6.0
5100,در کانفیگ‌ها‌ی مختلف آن سخت افزار قدرتمند قرار گرفت#گیر تا بدین ترتیب با یک نوت‌بوک کاملا سریع کارآمد مواجه بود#باش,2,20.0
3216,دقت صفحه نمایش با توجه به مدل مربوطه متفاوت #است ولی همه مدل‌ها از رزولوشن استاندارد بالا استفاده کرد#کن,1,19.0
9334,عکس به مقدار کافی شارپنس بالا داشت#دار چندان نیاز نیست که در پردازش بعد به آن شارپنس اضافه کرد#کن,1,19.0
1877,۲- کوچک بودن صفحه نمایش در هنگام مرور صفحات اینترنت کتاب PDF ۳- قلم نو بردار داشت#دار,-1,17.0
13505,فیلم بردار اصلا خوب نیست زمان فیلم بردار خیلی کند تصویر جابجا میشه که بنظر به گرافیکش برمیگرده,-2,18.0
1093,عکس آهنگ هاتون رو استر کرد#کن روی تلویزیون بدون نیاز به اینکه فایل هاتون رو ریخت#ریز روی فلش مستقیم از روی سیستم تون میخونه البته یکم افت کیفیت داره ولی به نظر عالیه این امکان چون واقعا سخته آدم بخواد فلش رو خال پر کنه,1,45.0
4724,البته فوکوس از راه لمس اشیا در صفحه ال سی دی هم انجام میشود ولی بعضی مواقع اشیا آنقدر کوچک #هست که قابل لمس با انگشت #هست,0,27.0
459,تجربه نشان داد#ده وقت یک گوش با برد#بر نوکیا خرید#خر آنقدر با کیفیت #است که ماند#مان تا از خسته بشی من دو سال ان داشت#دار که دیگر خودم از خسته شد#شو به قیمت که خرید#خر فروخت#فروش,0,36.0
325,لولا نیز بسیار با کیفیت #هست به راحت صفحه نمایش را در جای خود محکم نگاه داشت#دار,1,17.0
6354,من تازه این هاردو خرید#خر واقعا پرسرعته حرف نداره,2,9.0
6331,من این هارد رو خرید#خر,0,5.0
1628,در کل با دیدن iPhone محو کیفیت زیبایی آن شد#شو,1,10.0
2982,وزنشون خیلی فرق نداره گرم اینفینتی سبک تره در مورد دوربین حرف داشت#دار چون هر دو برای من یک #هست به نظره من کس برای دوربین نمیره تبلت بخره,0,29.0
1324,همانند سایر لپ‌تاپ مدرن MacBook Pro نیز تنها از یک پور ترکیب برای خروج ورود صدا استفاده کرد#کن,0,18.0
10295,البته به غیر از این فر این تبلت کم بزرگ ناجور به نظر میاد,-1,14.0
5030,عدد با توجه به لگوی رسم کنسول توانست#توان واحد درجه داشت#دار که خواست#خواه مفهوم دربرگیرنده را برای کاربر خود القا کند,0,21.0
2710,همچنین در زیر نور مستقیم آفتاب نیز عملکرد آن بسیار مناسب #است,2,12.0
11561,یک از بهبود رخ داده در این صفحه نمایش این #است که در نمایشگر گوشی‌های پیشین رنگ غلظت بیش از حد داشت#دار,1,22.0
7031,به نظر من گوشی‌های HTC دو تا مشکل بزرگ دارن باتری ضعیف نداشتن OTG یا همان USB ON the go,-1,20.0
5492,همچنان در رابط کاربر این گوش هم شاهد صفحه خانگی #هست که امکان حذف هیچ کدام وجود داشت#دار,-1,18.0
12087,به لطف تراکم پیکسل بسیار بالا صفحه نمایش پردازنده قدرتمند مرورگر اینترنت با این گوش بسیار روان لذت بخش #است هیچ‌گونه جای شکوه یا گلایه وجود داشت#دار,2,27.0
3163,که من اصلا انتظارشو داشت#دار خیلی بد ضعیف آنتن میده برای یک محیط خونگی شاید اینترنت خوب باشه نه بیشتر,-1,20.0
6434,با وجود این مشخصات تمام دستورات در MediaPad به سرعت بسیار روان اجرا گشت#گرد,2,14.0
2521,عکس فیلم هایی که گرفت#گیر بر روی کارت حافظه SD/SDHC/SDXC ذخیره شد#شو,0,12.0
4765,ولی ارکد با یک بورد جاسپر هارد قابل خرید که جمعا کمتر از پول میشه که باید به الا پرداخت#پرداز,0,20.0
2452,به هر صورت توانست#توان خوشحال خود را از این موضوع پنهان کرد#کن,1,12.0
11810,این سخت افزار برای اجرا اکثر دستورات کاربر کافیست,1,9.0
9065,به علاوه در این گوش از تکنولوژی Beats Audio برای بهبود کیفیت صدا خروج از طریق هدفون استفاده شد#شو,0,19.0
13703,احتمالا سامسونگ علاقه زیاد داره که زیر مجموعه اپل بشه این از پشت بقل دقیقا میشه همون آی پد واقعا باید به طراح این دستگاه جایزه نوبل داد,1,28.0
8296,متأسفانه لنز فاقد کاور فلز بود#باش که بر روی بعضی دوربین دیگر دید#بین,-1,13.0
4107,شاید کار ساده به نظر بیاد اما فوق‌العاده من دوستمو خوشحال کرد#کن,2,12.0
11566,به خصوص به بکارگیری تکنولوژی دو هسته‌ای سرعت در عملکرد چند وظیفه را به‌شدت ارتقاء بخشیده,1,16.0
4874,اتصال به ویندوز مدیا سن با رابط بسیار زیبا,2,9.0
9957,در قسمت پشت این دوربین نمایشگر ۳٫۵ اینچ قرار گرفت#گیر که تقریبا تمام این قسمت را در بر گرفت#گیر,0,19.0
4292,به نظر من باز هم اپل گل کاشت#کار,1,8.0
13474,رنگ زنده برای تصاویر بهتر قابلیت بهبود دهنده گسترده رنگ Wide Color Enhancer Plus سامسونگ با بهره گرفت#گیر از یک الگوریتم پیشرفته ارتقا کیفیت تصویر توانست#توان کیفیت هر تصویر را بهتر ساخته جزییات پنهان را آشکار ساخت#ساز,1,37.0
11088,این کار را برای پاسخ به یک پیام متنی هم توانست#توان به کار گرفت#گیر,0,14.0
1071,فن آورد#آور ابر ذخیره سازی اینترنت سامسونگ آزاد عمل قابلیت حرکت بیشتر به شما بخشید#بخش به شما اجازه داد#ده تا در مواقع که از خانه دور #هست به برنامه چندرسانه‌ای خود دسترس داشته آن را به اشتراک گذاشت#گذار,0,38.0
2136,صفحه روشن این گوش شما را شگفت زده کرد#کن پردازنده سرعت در مورد سرعت این اسمارت فون بگم که فوق العاده ست بی نظیره,2,24.0
13528,در کل از خرید راضیم با این قیمت بهتر از این نمیتونستم گوش پیدا کرد#کن,1,15.0
9730,یک از نقاط قوت این دوربین توانایی ضبط صدا Dolby digital بسیار با کیفیت با کمک چهار میکروفون #است,2,19.0
5312,با وجود این سخت‌افزار قدرتمند البته نسخه سیستم عامل اندروید می‌توان گفت#گو که تقریبا همگی برنامه موجود برای اندروید را می‌توان به راحت بر روی Optimus VU نصب اجرا نمود,1,30.0
10269,طبق ادعا پاناسونیک این چشم تا سه بار پاسخگو بالاتری نسبت به چشم دوربین G۵ داشت#دار,0,16.0
3332,صفحه نمایش صفحه نمایش این گوش یک صفحه نمایش ۴٫۳ اینچ SuperLCD بود#باش که قابلیت نمایش میلیون رنگ را نیز داراست,0,21.0
8220,زاویه دید افق رضایت بخش بوده ولی زاویه دید عمود بسیار محدود #است به طوری که اگر کم از بالا یا پایین به صفحه نمایش لپ‌تاپ نگاه کرد#کن تغییر قابل توجه در کیفیت رنگ تولید شده مشاهده کرد#کن,0,38.0
11262,اما یک از اصلی‌ترین بخش هایی که باعث شده تا Sleekbook‌ها آلترابوک محسوب گشت#گرد حافظه داخل آن هاست,0,18.0
10121,البته اگر مقدار بیشتر هزینه کنین میشه کنون خرید که بدنه حرفه ای‌تری داره ولی از نظر کیفیت خروج با فرق نداره چون از یک سنسور استفاده شده/فقط ال سی دی دوم داره که واسه حرفه ای یه امتیاز به حساب میاد,1,42.0
12449,برای مهندس اره ولی برای کاربر نه,0,7.0
9035,از نظر کارا بنظر من بهترین گوش #هست که فعلا میشه استفاده کرد#کن همچنین قیمت بسیار مناسبه ولی فقط باتری ضعیف داره,1,22.0
128,من نمیدونم فوج فیلم چی رو داره تغییر میده,0,9.0
7756,همچنین فن آورد#آور OCR آن نیز برای اسناد کوتاه مناسب #است,1,11.0
3908,عکاس حرفه ای یا فیلمبرداری بهتر,0,6.0
7591,اما Ixus HS نیز همانند بیشتر دوربین هم رده یک دوربین Point to Shoot #است,0,15.0
10971,چرا که تبلت Vivo Tab RT برای استفاده معمولی مانند ارسال ایمیل هماهنگ کردن امور در Organizer ویرایش اسناد آفیس یا مرورگر اینترنت طراح گردیده #است برای کار حرفه‌ای گرافیکی هم از لحاظ سخت افزار هم به جهت عدم پشتیبان Windows RT از برنامه طراح شده برای نسخه قبل ویندوز نامناسب بود#باش,0,52.0
6153,بنظرم مقایسه این گوش با نو سایر گوشی‌های تک سیم کارت اشتباهه,-1,12.0
11500,در سمت راست گوش از بالا به ترتیب کلید کم زیاد کردن صدا کلید شاتر مربوط به دوربین گوش قرار داشت#دار,0,21.0
8055,در این رابط کاربر امکان عکاس در حالت مختلف را داشت#دار,1,11.0
8035,همچنین تراکم پیکسل این صفحه نمایش ppi بود#باش,0,8.0
699,اما وقت خیلی زیاد از کار کشید#کش یه کم داغ میشه cpu مثل i۷ نمیشه اما خیلی کار درسته سرعت واقعا قابل قبوله,2,23.0
588,بخرین پشیمون نمیشین البته باید از راهنمایی دیجی کالا هم تشکر کرد#کن,0,12.0
11284,درب اسکنر خیلی محکم ساخته شده لولا آن به شکل قرار داشت#دار که توانست#توان به طور کامل تا ۲٫۵ سانتی متر بالا آمد#آ تا حتی اگر قصد اسکن کردن کتاب قطور را هم داشت#دار مشکل برای بستن درب داشت#دار,2,39.0
13170,تو این گوش مگابایت فضا برای نصب برنامه بهتون داده میشه که کافیه,1,13.0
1964,چه برسه به چیپست A۶ که به گفته اپل دو برابر در CPU GPU از آیفون ۴S قوی #است,0,19.0
3802,حرکت تصاویر با قابلیت Hz Clear Motion Rate بسیار نرم بود#باش تا صحنه پر تحرک هیجان را با نهایت وضوح تماشا کرد#کن,2,22.0
5870,پور HDMI نیز برای انتقال پخش مستقیم عکس فیلم گرفته شده بر روی تلوزیون دیجیتال HDTV هم وجود داشت#دار,0,19.0
3308,دوما نورگیر ان بسیار کم #است ودر شرایط نور کم تصویر بسیار بی کیفیت میشود,-2,15.0
4760,به نظر من حرف نداره,1,5.0
10346,به هر صورت همانطور که گفت#گو SX IS دوربین نسبتا ارزان قیمت سوپرزوم دیگر از کانن #است که مناسب افراد با بودجه کم که به توانایی زوم برابر این دوربین بعلاوه ظاهر امکانات عکاس دست آن علاقه داشت#دار بود#باش,1,39.0
823,اگه زود میومد خیلی بهتر بود#باش,0,6.0
6864,چرا با اینکه دوربین هشته از اکسپریا زد#زن یک میلیون گرونتره,0,11.0
13591,نرم افزار همان‌طور که گفت#گو Google Nexus اولین تبلتی #است که به صورت پیش فرض از نسخه ۴٫۱ یا Jelly Bean اندروید بهره برد#بر,0,24.0
2414,محصول بین یک موبایل تبلت,0,5.0
1867,قبلا s۳ داشت#دار ولی واقعا ایفون چیز دیگه‌ای #هست اصلا اسم اعتباره از نظر کیفیت حرف اول رو میزنه,1,19.0
6844,همانطور که اشاره کرد#کن چشم این دوربین یک چشم اپتیکال معمولی نیست بلکه یک چشم هیبرید اپتیکال/الکترونیکی #است,1,18.0
6454,از دیگر موارد لازم به ذکر وجود یک نوار شبیه به نوارNotification در سمت راست پایین صفحه نمایش #است که می‌توان از داخل آن به راحت به بلوتوث دیگر ملزومات تبلت دسترس داشت,1,33.0
14010,بسیار دوربین خوبیه با کیفیت عالی,2,6.0
13216,من ماه پیش این گوش رو خرید#خر مشکل خیلی بدی که داره اینه که بعد از مدت که با کار میکنی یکدفعه بک میزنه که این خیلی داد#ده,-2,28.0
11987,در کیفیت FastRes این کار ثانیه طول کشید#کش,0,8.0
6334,با سلام من این هارد رو تو تخفیف سفارش داد#ده,0,10.0
6000,بهتر #است یک کاتریج یدک هم خریدار شد#شو تا هیچ زمان دچار مشکل شد#شو,0,14.0
7116,در قسمت زیرین صفحه نمایش سه کلید خازن کنترل اندروید با کارایی‌های متفاوت بازگشت خانه آخرین برنامه اجرا شده قرار گرفت#گیر,0,21.0
2315,به نظر من واقعا کار شرکت اپل متفاوت #هست بسیار کارامد,1,11.0
14568,این گوش از ویژگی فن‌آوری جدا پیشرفته افسانه بهره برد#بر که از جمله آن می‌توان به پردازنده بسیار قدرتمند A۴ دوربین جدید VGA جلو دوربین مگاپیکسلی پشت طراح کاملا نوین نمایشگر لمس شگفت‌انگیز Retina دست کم در این مورد مبالغه کرد#کن,0,41.0
9929,یک Movie Digest Option هم وجود داشت#دار که به پیچ تنظیم اضافه شد#شو کاملا جدید بود#باش,1,16.0
