,comment,label,length
4352,به نظر من با این قیمتی که داره ارزش خرید نداره,0.0,11.0
763,elph ۵۲۰ hs مجهز به لنز ۲۸-۳۳۶ میلی متر با توانایی زوم اپتیکال ۱۲ برابر است.,1.0,19.0
29,اونم گوشی که مشابه سخت افزار شو میشه تویه گوشی‌های دیگه پیدا کرد حتی بالاتر,1.0,15.0
5821,این سیستم عامل نسبت به نسخه‌های قبلی، پیشرفت‌های چشمگیری داشته است سامسونگ با قرار دادن رابط کاربری سریع کاربردی touchwiz بر روی آن، امکانات قابل توجهی به آن اضافه کرده است.,1.0,32.0
715,کارت گرافیک این کوشی از گلکسی س۳ خیلی بهتره,1.0,9.0
5500,فلش درایو s۰۰۷ که اخیرا تولید شده است حالت ارتجاعی دارد تحمل افتادن بر روی سطوح ناهموار را دارد با سرعت انتقال اطلاعات بالا به اندازه کافی برای اینکه با خود نگه دارید مناسب است.,1.0,36.0
4718,اما متاسفانه کیفیت فیلم برداری این دوربین vga ضعیف است اصلا جایی برای دفاع باقی نمی‌گذارد.,0.0,17.0
2889,واقعا ارزش خرید رو نداره هنوز cpu dual داره وram ایفون ۱۰۲۴ هست که به تازگی یک گوشی از سامسونگ الجیram ۲۰۴۸ دارند صفحه نمایش ۴٫۰ هنوز کوچک است ایفون در نهایت نتوانست انتظار هوادارانش را براورده کند داره روی وزن امکاناتی مثل پانارومای ۳۶۰ درجه مانور میده,0.0,48.0
5273,گوشی خوبیه تو این قیمت بهترینه,1.0,6.0
94,به هر صورت به نظر می‌رسد برای مبتدیانی که به کار کردن با نمایشگرهای لمسی گوشی‌های تلفن همراه تبلت‌های خود عادت کرده‌اند، قرار دادن نمایشگر لمسی بر روی dslr سطح مبتدی فکر بدی نباشد.,1.0,36.0
6621,ارزش خرید خیلی بالایی داره,1.0,5.0
1661,همه این کارها در galaxy note ۱۰٫۱ مقدور می‌باشند که به همراه قلم تعبیه شده بسیار راحت‌تر لذت بخش‌تر صورت می‌پذیرند.,1.0,23.0
6329,من این هارد رو دارم عالیه حرف نداره وقتی به کامپیوتر وصل میشه انگار فلش وصل کردی سه سوت میاد بالا اصلاهم سرعت کامپیوتر کم نمی‌شه بقیه هارد هایی که دیدم فقط یه ساعت طول می‌کشه بیاد بالا,1.0,38.0
2097,واقعا حرف نداره.,1.0,4.0
5514,البته یک لامپ led برای فیلم برداری در شب بر روی آن قرار گرفته که تا حدی می‌تواند کمک کننده باشد ولی اگر آن را به سوی سوژه‌های انسانی بگیرید برای چشم اذیت کننده است.,0.0,36.0
3564,انصافا توی هیچ چیزی کمبود نداره.,1.0,7.0
993,شاید نسبت به مدل پیشین خود از نظر سخت افزاری نرم افزاری ارتقا پیدا کرده باشه اما فکر نکنم این‌ها برای گوشی که مدت‌ها منتظر اون بودیم کافی باشه با توجه به اینکه رقیب دیرینه این کمپانی یعنی samsungگوشی جدید خودشو معرفی کرده,0.0,43.0
2170,اگر اهل نوشتن خوندن به زبان انگلیسی باشد صدالبته اس ام اس زدن با این زبان دیکشنری گوشی به همراه امکان نوشتن کلمات فقط با حرکت انگشت روی صفحه فوق العاده است (gesture typing),1.0,36.0
3548,برای استفاده خانگی خیلی مناسبه.,1.0,6.0
2188,لنز نیز خطای رنگی نسبتا کمی ایجاد می‌کند فقط مقداری خطای رنگی بنفش در مناطق پر کنتراست دیده می‌شود.,0.0,19.0
2231,اما در کل، کار با این تبلت کاملا لذت بخش است که سرعت عمل بسیار خوب آن در کنار تاخیر‌های کم تجربه جدیدی را به کاربر خواهد داد,1.0,28.0
404,بدین معنی که لنز بسیار وایدی است می‌تواند میدان دید خیلی گسترده‌ای را در بر بگیرد.,1.0,17.0
4889,تعدادی برنامه نیز به صورت پیش فرض بر روی پدفون قرار دارد که البته با وجود نرم افزار به روز سخت افزار قدرتمند، کاربر می‌تواند بدون محدودیت از هزاران برنامه‌ی موجود برای سیستم عامل اندروید استفاده نماید.,1.0,39.0
63,به هر صورت همانطور که گفتیم، hx۱۰v یکی از پیشرفته‌ترین، پر امکانات‌ترین خوش ساخت‌ترین دوربین‌های کامپکت سوپرزومی است که تا به حال دیده‌ایم.,1.0,28.0
4529,شما با خرید این padfone هم یه تبلت گیرتون میاد هم یه گوشی ولی فقط میتونید در یه لحطه از یکیش استفاده کنید.,0.0,24.0
4736,اگر قیمت مناسب داشته باشه حتما می‌خرم!,1.0,8.0
4035,از نظر سرعت باید گفت که این پرینتر نسبتا کند عمل می‌کند به طوری که سرعت چاپ سیاه سفید آن حدود ۱۲ صفحه بر دقیقه رنگی حدود صفحه بر دقیقه است.,0.0,32.0
5198,من هفته پیش از دیجی خریدم به نظرم عالیه,1.0,9.0
600,این دقت برای اینکه از نگاه کردن کار کردن با آن نهایت لذت ببرید، کافیست.,1.0,17.0
2356,همچنین این دوربین از کارت‌های eye fi نیز پشتیبانی می‌کند که امکان انتقال عکس‌ها فیلم‌ها به صورت بیسیم به لپ تاپ را میسر می‌سازد.,1.0,25.0
4836,سخت افزارش هم فوق العادست.,1.0,6.0
1220,رنگ‌های تولید شده بسیار زنده طبیعی بوده روشنایی صفحه نمایش بسیار خوب است.,1.0,14.0
4815,برتری اصلی این پنل نسبت به پنل‌های tn در کیفیت رنگ‌های عالی زوایای دید بسیار بالای آن است.,1.0,19.0
2704,بهترینه شکی توش نیست,1.0,4.0
3308,به نظر من معرکس با این هزینه آیفن میشه گرفت ولی این محصول هم گوشی داره هم تبلت یعنی گوشیش هم در حد آیفن پس ارزش خریدن داره از لحاظ زیبایی هم که نظیر نداره,1.0,35.0
3969,از نظر ظاهری هم خوبه,1.0,5.0
1216,این باندها را می‌توان در خروجی پرینترهای لیزری ارزان قیمت‌تر مشاهده کرد.,0.0,13.0
2920,"از طریق این پیچ تنظیم می‌توانید مودهای عکاسی مختلفی چون sr auto، panorama حتی مودهای p,a,s,m را نیز انتخاب کنید.",1.0,22.0
6068,نرم افزارسیستم عامی این گوشی سیستم عامل انحصاری نوکیا یعنی s۴۰ می‌باشد.,1.0,14.0
4631,۴- یه کنترل کوچولو هم داره که خیلی کاربردیه ۵-یکی هم هاردشه که حالا حالا حالا‌ها پر نمیشه خوبیاش تمومی نداره لیست چهار تا ایراد جزئی هم داره که اینان ۱-باتریش..,1.0,33.0
5439,واسه گوشیهای اسمارت بهترین اولویت انتخاب باتری میتونه باشه,1.0,9.0
2419,من این دوربین رو حدود یک ماه پیش از دیجی کالا خریدم حقیقتا قبل از خرید با توجه به مشخصاتش روی کاغذ انتظار یه دوربین نیمه حرفه‌ای با کیفیت بالا رو داشتم ولی متاسفانه بعد از اینکه تجربه استفاده ازش رو پیدا کردم نسبت بهش سرد شدم.,0.0,48.0
5370,تاچش خوبه باطری متوسط دوربین ضعیفه فیلم برداری ضعیفتر اصلا خوشکل نیست کیفیت بدنش خیلی بده کارکردن با اس ام اس شماره گیرش خیلی سخته کانتکتش ضعیفه برنامه جانبی هم نمیتونید بریزید چون دو سیم کارتست سرعتش خوبه برنامه بدون مشکل نصب اجرا میشه نیم ساعته کامل شارژ میشه ولی زود تموم میشه البته مثل بقیه گوشیهای اندرویدی دو سیم کارتش با هم عالی کار میکنه مشکلی نداره در مجموع من پشیمونم به نظر من مقداری پول بیشتر بذارید روش یه گوشی بهتر بخرید البته در مورد برندش نمیتونم بگم این برند خوب نیست ممکنه این مدلش ضعیف بوده,0.0,99.0
6464,به شما قول می‌دهیم go pro hero فقط یک دوربین نیست، این وسیله همه آنچه را که برای ثبت لحظات ماجراجویانه ورزشی به آن نیاز دارید فراهم می‌کند.,1.0,30.0
2658,با این گوشی کار کردن با یک سوپر فون را تجربه کنید.,1.0,13.0
6166,حتی می‌تواند فشار آب تا عمق ۶۰ متری را به راحتی دوام بیاورد.,1.0,14.0
426,درست است که کاربران g۵۸۵ نمی‌توانند جدیدترین بازی‌های کامپیوتری را اجرا کرده یا به راحتی به تدوین ویدیو بپردازند، ولی در عوض نوت‌بوکی مناسب برای انجام کارهای روزمره خواهند داشت که سیستم خنک کننده‌ای کم صدا موثر دارد طول عمر باتری آن نیز بالاست.,1.0,46.0
5451,قاب پشتی آن نیز که از جنس پلاستیک بسیار با کیفیت می‌باشد، با وجود بافت ریز موجود بر روی آن، بسیار زیبا مطمئن است، طوری که احساس امنیت بسیار خوبی را به کاربر در حین کار با آن منتقل می‌نماید.,1.0,44.0
506,رزولوشن این دوربین برای یک گوشی در این سطح خیلی خوب است.,1.0,13.0
2903,از این جمله می‌توان به طراحی ساخت بسیار با کیفیت ارگونومیک، مودهای عکاسی حرفه‌ای، توانایی ضبط ویدیویی ۱۰۸۰p full hd، سنسور بسیار پیشرفته با کیفیت، نمایشگر خیلی خوب از همه بهتر لنز با توانایی زوم ۱۵ برابر اشاره کرد.,1.0,45.0
3360,بنابراین از نظر پورت‌ها کنترل‌های فیزیکی خیلی خلوت است حتی دکمه‌ی شاتر دوربین هم وجود ندارد.,0.0,17.0
6415,با هر مرتبه شارژ باتری قادر خواهید بود تا بیش از ۱۰ ساعت به صورت ممتد با آن مکالمه انجام دهید.,1.0,21.0
5633,اولین بار است که مارک وسترن دیجیتال رو خریدم منو کاملا راضی کرد,1.0,13.0
2469,معتادش میشین دیگه به نقصاش دقت نمیکنین مجبورین یا گوشی نخرین یا پولتونو بدین برای iphone,0.0,16.0
3914,بنابراین از p۷۷۰۰ انتظار تولید عکس هایی در حد g۱x نمی‌رود.,0.0,13.0
3188,همچنین بر روی این تبلت نسخه از تکنولوژی بلوتوث نیز قرار دارد تا به کمک آن بتوان با سرعت بالا با دیگر گجت‌ها تبادل اطلاعات نمود.,1.0,27.0
623,قابلیت زوم ۳۵ برابر هم واقعا کم نظیر است در حال حاضر فقط دوربین‌هایی چون nikon p۵۰۰ olympus sp-۸۱۰ uz هستند که زوم ۳۶ برابر دارند.,1.0,29.0
5761,در کل عالیه.,1.0,4.0
5102,اول اینکه سوپرایز هنگامی که برای اولین بار روشن کردم برام به وجود اومد این بود که دوستان در دی جی کالا در قسمت مشخصات کلی این پرینتر با دارا بودن wi fi اون اشاره نکرده بودن اما وقتی روشن کردم دیدم wi-fiهم داره کلی خوشحال شدم,1.0,47.0
4237,در گوشه سمت چپ بالای صفحه نمایش یک آیکون گوگل مشاهده می‌نمایید که در واقع یک میانبر برای دسترسی سریع به سایت گوگل می‌باشد.,1.0,25.0
4802,با شیوه جدیدی که در مجموعه‌های گردو پیاده‌سازی شده است بسیاری از کرک‌ها به صورت خودکار نصب می‌شوند.,1.0,18.0
325,در کل همانطور که گفتیم، hs۸۰ البته مدل‌های برادر آن چون tm۸۰ sd۸۰ دوربین هایی هستند که از نظر کیفیت فیلم برداری عکس برداری به پای مدل‌های سری ۹۰۰ نمی‌رسند.,0.0,35.0
2470,استفاده از این باتری‌ها تا حد زیادی بر وزن دوربین اضافه کرده است به طوری که علی رغم ابعاد کوچک، وزن آن به ۲۱۴ گرم می‌رسد که نسبتا زیاد است.,1.0,31.0
5307,یکی نداشتن دوربین دومه که برای خیلی‌ها اصلا کاربرد نداره، یکی دیگه هم اینه که شارژش سریع ته میکشه.,0.0,21.0
5146,این تبلت امکانات فراوانی دارد که مطمئنا خریداران خود را نا امید نخواهد کرد.,1.0,14.0
842,با در نظر گرفتن تجهیزات سخت افزاری قدرتمندی که درون بدنه جای گرفته، بدنه‌ی باریک galaxy ii در نوع خود یک شاهکار مهندسی محسوب می‌شد.,1.0,27.0
3648,گوشیه خیلی عالی ایه فقط بدیش اینه که فکر میکنم ابدیت نمیشه دیگه,1.0,13.0
2099,دیافراگم f/۲٫۰ دوربین این گوشی به این معنی است که نور بیشتری به سنسور دوربین برخورد کرده در نتیجه نه تنها سرعت عکاسی گوشی بسیار بیشتر می‌شود بلکه عکس‌ها در فضاهای کم نور از کیفیت بسیار بالاتری برخوردار خواهند بود.,1.0,40.0
5283,در سمت چپ رابط کاربری نیز یک منو وجود دارد که با استفاده از آن می‌توان به راحتی به تعدادی از برنامه‌ها دسترسی داشت.,1.0,25.0
4471,اما در کل، کار با این تبلت کاملا لذت بخش است که سرعت عمل بسیار خوب آن در کنار تاخیر‌های کم تجربه جدیدی را به کاربر خواهد داد,1.0,28.0
2841,در پشت این لنز نیز سنسور تصویر ۱۴ مگاپیکسلی دوربین قرار گرفته که هرچند از نوع ccd است ولی رزولوشن بالایی را ارائه می‌دهد در شرایط نوری خوب می‌توانید عکس‌هایی بسیار با کیفیت را با آن تهیه کنید.,1.0,39.0
2070,با عینک‌های بعدی سامسونگ می‌توانید تصاویر خارق‌العاده بعدی را با دقت فول اچ دی تماشا ۱۰۸۰p نمایید.,1.0,19.0
4242,اما بعد از اینکه مدتی با آن کار می‌کنید، می‌بینید که آن طور هم که قبلا به نظر می‌آمد نیست حس خوبی با آن خواهید داشت.,1.0,27.0
3694,جنس براق کاملا صیقلی بدنه، بسیار چشم نواز است.,1.0,11.0
5328,با تشکر از دیجی کالا من این پرینتر رو دیروز خریدم (۲۷/۸/۹۱) از خود دیجی کالا سریع هم تحویل شد به موقع واقعا دستگاه خوبیه ازش راضیم ولی هنوز بلد نیستم پرینت دورو بگیرم.,0.0,37.0
135,اما desire با دارا بودن پردازنده یک گیگاهرتزی، صفحه نمایش اینچی، دوربین مگاپیکسلی نسخه ۴٫۰ سیستم عامل اندروید، امکانات متنوع مناسبی را در قالب یک گوشی هوشمند دو سیم کارته در اختیار کاربران قرار می‌دهد.,1.0,39.0
4210,صفحه نمایش کم نور تاریک به نسبت اس۳ وان ایکس دوربین خیلی بی کیفیت ظاهرا ۱۳ که خریدم وقتی عکس میگیری زوم میکنی یه سری نقطه‌های رنگی رو تو عکس به صورت پراکنده میبینی خیلی بی کیفیته تاچ ضعیف انگار کمی دست رو باید فشار بدی روان نیست,0.0,48.0
3299,قابلیتی منحصر به فرد در هرچه مهیج‌تر کردن فیلمهای ورزشی.,1.0,11.0
5185,به همین دلیل نیز گستره‌ی حساسیت سنسور این دوربین از ۱۰۰ تا ۳۲۰۰ می‌باشد که بسیار خوب است.,1.0,19.0
4068,تاچش حرف نداره.,1.0,4.0
6121,کاش رو این مدل هم آندروید جدید نصب میکردند در کل گزینه خیلی خوبی به جای تیپو دوال هست,1.0,19.0
4255,بدون دردسر تو جیبم جا میشه,1.0,6.0
6184,بنابراین شما با پرداخت مبلغ خیلی کمی می‌توانید یک دوربین عکاسی یک دوربین فیلم برداری را به صورت توامان داشته باشید.,1.0,21.0
5145,سامسونگ به کمک سنسور شتاب سنج، بعضی کنترل‌های حرکتی جالب را برای این گوشی در نظر گرفته است.,1.0,19.0
5622,دوربینبا اینکه اکثر مشخصات این تبلت شبیه به تبلت مایکروسافت یعنی سرفیس می‌باشد، اما ایسوس برای این تبلت بر خلاف دوربین ۱٫۲ مگاپیکسلی سرفیس از یک دوربین بسیار قدرتمند مگاپیکسلی استفاده نموده است.,1.0,34.0
616,همان‌طور که انتظار داشتیم، مرورگری اینترنت با galaxy tab ۷٫۰ بسیار لذت بخش است.,1.0,16.0
147,هرچند که این گوشی فلزی نیست، ولی از پلاستیک معمولی، بسیار مقاوم‌تر می‌باشد.,1.0,16.0
6729,حرفه‌ای‌ترین مود عکاسی که بر روی این دوربین ارایه می‌شود بیشترین اختیارات در تنظیمات نوردهی را به کاربر می‌دهد مود program است.,1.0,23.0
2081,من این گوشی رو سفارش دادم ولی هنوز بدستم نرسیده روی کاغذ مشخصاتش نسبت به قیمتش با توجه به دوسیم کارت بودن cpu دوهسته‌ای صفحه ۴٫۳ اینچی دوربین مگ، حافظه داخلی گیگ و.,1.0,35.0
964,انتظار می‌رفت که با وجود پردازنده تک هسته‌ای، شارژدهی باتری fonepad بسیار بیشتر از nexus باشد ولی در عمل این‌طور نبود هر دو تبلت عملکرد کم بیش یکسانی را ارائه دادند.,0.0,33.0
54,این در حالیست که فیلم برداری ۷۲۰p hd با سرعت فوق العاده ۱۲۰ فریم بر ثانیه انجام می‌گیرد بدین ترتیب می‌توانید از لحظات ورزشی خود فیلم‌های hd اسلوموشن هم داشته باشید!,1.0,32.0
830,دمای صفحه کلید قسمت استراحت مچ همواره پایین‌تر از قسمت‌های دیگر بدنه است.,1.0,14.0
1778,همانند عکس‌های گرفته شده، کیفیت فیلمبرداری این گوشی نیز بسیار خوب رضایت بخش است.,1.0,16.0
1772,متاسفانه هیچ کدام از این جلوه‌ها در هنگام ضبط ویدیویی قابلیت اعمال ندارند.,0.0,14.0
4311,ولی پس از تجربه استفاده کاملا از حالت اتوماتش راضیم.,1.0,11.0
3593,اما یک ویژگی بسیار خوب که بین آن‌ها مشترک می‌باشد، گیرنده‌ی داخلی gps است.,1.0,16.0
5971,این در حالی است که ipad با امتیاز ۱۷۰۰ میلی‌ثانیه هنوز سریع‌ترین می‌باشد.,1.0,14.0
2401,همچنین به کمک فناوری‌های بلوتوث، nfc درگاه usb نیز می‌توان به راحتی با دیگر دستگاه‌ها تبادل اطلاعات نمود.,1.0,20.0
3072,تو خریدش شک نکنید.,1.0,5.0
6506,با وجود این، رنگ‌های تولید شده توسط صفحه نمایش بسیار زنده طبیعی هستند زوایای دید آن نیز به خصوص در حالت افقی، کاملا رضایت‌بخش است.,1.0,28.0
3073,من آیفون دارم اما شیفته این شدم!,1.0,8.0
2465,با یک بار شارژ کامل باتری می‌توانید تا حدود ۲۱۰ عکس بگیرید که ۵۰ عکس کمتر از مدل پیشین می‌باشد.,0.0,21.0
4346,واقعا هم بهترین هست تو این رنج قیمت.,1.0,9.0
2860,رنگ‌ها شما را مسحور خود می‌کنند.,1.0,7.0
2520,نوت بوک‌ها تبلت‌های ایسوس به داشتن بلندگوهای با کیفیت قدرتمند شهرت داشته‌اند padfone نیز از این قاعده مستثنی نیست.,1.0,20.0
5541,"هرچند که انتظار داشتیم کیفیت آن بهتر می‌شد دست کم به ۴۶۰,۰۰۰ پیکسل افزایش می‌داد ولی به هر صورت نمایشگر روشن خوبی است.",1.0,26.0
4602,فقط مقداری خطای رنگ بنفش در مناطق پرکنتراست مشاهده می‌شود.,0.0,11.0
592,به هر صورت ویدیوها عکس‌های گرفته شده با این دوربین کیفیت بسیار بالایی دارند صدا هم با کیفیتی بسیار خوب، به صورت استریو بهتر از مدل‌های پیشین ضبط می‌شود.,1.0,31.0
120,کیفیت اسکن عکس‌های رنگی هم خیلی خوب است ولی همچنان همان مشکل در رنگ خاکستری به چشم می‌خورد.,0.0,19.0
105,واقعا گوشی خوبیه شک نکنید شگفت زده میشید اپدیت ۴٫۲ هم بزودی براش میاد همراه با سنس,1.0,17.0
2728,شاید سیستم عامل سیمبین به خصوص از نظر اپلیکیشن‌ها عقب‌تر از ios android قرار بگیرد ولی به هر صورت سیستم عاملی کاملا دوست داشتنی به خصوص برای کاربرانی که پیش از این هم به این سیستم عامل عادت کرده‌اند می‌باشد.,1.0,41.0
4536,باتریش واقعا اون چیزی که باید باشه نیست یه کم زود تمام میشه ولی بد نیست (شاید هم من شارژ اولیه بد انجام دادم ۴.,0.0,26.0
1680,ماهه منتظر بودم معرفی بشه بیاد تو بازار تا بخرمش ولی الان که اومده حالمو گرفت,0.0,16.0
899,اپل نیز بر این موضوع واقف بوده در نسل پنجم ipod touch، چیپ قدرتمند a۵ را قرار داده است.,1.0,20.0
858,حساسیت لمسی خود نمایشگر هم کاملا عالیست.,1.0,8.0
4439,اصلا هم هنگ می‌کنه بازیه hd هم روش نصب کردم,1.0,10.0
2575,البته خوشبختانه حافظه‌ی ram اعلام شده است ۵۱۲ مگابایت می‌باشد که نسبت به مدل قبلی که ۲۵۶ مگابایت بود پیشرفت کرده است.,1.0,21.0
310,بسیار ساده‌لوحانه است اگر بخواهیم این کار اپل را یک کار کوچک فرض کنیم، چرا که در حالی که برای کم کردن ضخامت، کمپانی‌ها با مشکلات متعددی مواجه هستند، کمپانی اپل به یکباره نزدیک به دو میلی‌متر گوشی خود را باریک‌تر نموده در حالی که تمام قابلیت‌های آن نیز نسبت به مدل پیشین ارتقا یافته است.,1.0,59.0
2549,با وجود سخت افزار مناسب البته راه‌های مختلف اتصال به دنیای اینترنت مانند ۳g، gprs، edge wi-fi البته حساسیت عملکرد بسیار خوب صفحه نمایش، مرورگری دنیای اینترنت در این تبلت بسیار لذت بخش خواهد بود.,1.0,38.0
5150,برنامه‌های تدوین عکس ویدئویی که سامسونگ بر روی این تبلت قرار داده است بسیار کامل است با محیط ساده‌ای که دارند، بسیار مناسب کاربران مبتدی هستند.,1.0,27.0
4900,زوم کامل اپتیکال در هنگام فیلم برداری مقدور می‌باشد.,1.0,10.0
2196,ولی اگر همچنان به نظرتان میدان دید کمی می‌آید، می‌توانید از مود عکاسی sweep panorama استفاده کنید تا حتی بتوانید میدان دید ۱۸۰ یا ۳۶۰ درجه را ثبت کنید.,1.0,31.0
6527,در نهایت می‌توان نقطه ضعف اصلی این تبلت را در طراحی ساخت آن دانست، جایی که از یک تبلت با این امکانات قدرت، انتظار بیشتری می‌رفت ولی توسط سامسونگ برآورده نشد.,0.0,34.0
1821,هرچند که در طول زمان شاهد به بازار آمدن گوشی‌های اندرویدی سطح بالا با مشخصات بسیار خوب هستیم، ولی در سطح مبتدی اندرویدی‌ها هم به نوبه‌ی خود رقابت جالبی وجود دارد.,1.0,33.0
536,همچنین یک فلاش led نیز به آن کمک می‌نماید که در شرایط نوری نامساعد، عکس‌های بهتری به ثبت برسند.,1.0,21.0
4464,در واقع زمان خیلی کمی برای گرفتن یک عکس سپس عکس بعدی، ورود خروج به برنامه‌ی دوربین سویچ بین مود دوربین عکاسی دوربین فیلم برداری لازم است.,1.0,29.0
87,همانند اکثر محصولات اندرویدی ایسوس، padfone نیز از رابط استاندارد اندروید ۴٫۰ استفاده می‌کند که کمی توسط ایسوس تغییر یافته است از آنجایی که padfone از پردازنده پردازشگر گرافیکی قوی‌تری نسبت به مدل پیشین استفاده می‌کند، محیط سیستم عامل روان‌تر سریع‌تر است.,1.0,44.0
196,جعبه‌ی این گوشی را که باز می‌کنید با تجهیزات خیلی ساده‌ای مواجه می‌شوید.,0.0,14.0
1907,از اونجایی که معماری چیپست (chipset) مدل مینی پرو از مدل مینی جدیدتره، مشکل داغ کردنش تا حدود زیادی نسبت به مدل مینی کمتر مشاهده میشه استفاده کنندگان شکایت کمتری رو در این خصوص گزارش دادن پس بنابراین مشکل داغ شدن تا حدود زیادی در مدل مینی پرو حل شده در حد معقوله.,1.0,57.0
1713,از همه نظر عالیه.,1.0,5.0
2059,البته این میزان بسیار ناچیز است galaxy tab ۱۰٫۱ همچنان به عنوان یک تبلت بسیار باریک زیبا شناخته شده است در دست نگه داشتن آن بسیار راحت لذت بخش است.,1.0,30.0
208,به راحتی می‌توان گفت که یکی از بهترین کیبوردهاییست که به صورت استاندارد بر روی گوشی‌های اندرویدی دیده بودیم.,1.0,19.0
4688,این هارد ضد ضربه ضد آب نیست سرعت انتقال داده ۱۰۷ ۱۰۹ که adata داره رو نداره!,0.0,18.0
5745,من به دلیل کیفیت فیلم برداری بسیار خوبش با توجه به این که ۶۰ f/s هستش خیلی پسندیدم میخوام بخرمش به نظرم اگه بودجه کمی دارید فیلم برداری با کیفیت اولویتتون هست حتما این مدل از سونی رو انتخاب کنید ولی اگه زوم بیشتر مد نظرتون هست مدل w۶۹۰ رو مورد بررسی قرار بدید.,1.0,56.0
5601,همچنین یک سنسور شتاب سنج خودکار داخلی نیز برای چرخاندن صفحه نمایشگر به دو مود افقی عمودی وجود دارد.,1.0,20.0
6568,به هر صورت دیدن یک نمایشگری لمسی بر روی دوربینی در این رده‌ی قیمت بسیار عالیست.,1.0,17.0
5301,htc one plus شیار مموری کارت ندارد ولی حافظه داخلی ۶۴ گیگابایتی آن، این کاستی را جبران کرده است.,1.0,20.0
2767,تاچ پد نیز چندان بزرگ نیست، ولی حساس ساخته شده است.,1.0,11.0
5210,باتری با قرار گرفتن یک باتری ۲۱۰۰ میلی آمپری، شارژ دهی این گوشی نسبت به مدل پیشین آن، که از یک باتری ۱۸۰۰ میلی آمپری استفاده می‌نمود، تا چند ساعت بهتر شده است.,1.0,36.0
2207,مرورگر اینترنت همان مرورگر استاندارد اندروید است که کارایی مناسبی دارد.,1.0,12.0
3367,به روز رسانی: کیفیت عکس‌های گرفته شده توسط ixus ۵۰۰ hs واقعا خوب است.,1.0,16.0
4229,خوش دست عکس برداری راحت.,1.0,6.0
3477,هرچند که ممکن است هزینه‌ی نگهداری کارتریج آن کمی بیشتر از رقبا باشد.,0.0,14.0
6442,این دقت برای اینکه از نگاه کردن کار کردن با آن نهایت لذت را ببرید کافیست.,1.0,17.0
4966,البته تو کنفرانس اپل گفته شد که قیمتش با ۴s یکسان است ولی یقینا تو ایران که بیارن گرون‌تر میفروشن,0.0,19.0
5955,اما یکی از امکانات نرم افزاری بسیار جالبی که به این گوشی اضافه شده «برنامه‌های کوچک» یا «small apps» می‌باشد.,1.0,25.0
232,. فقط مشکلش اینه که دوربین مکالمه ویدئویی نداره، با توجه به تکنولوژی جدیدی که در ایران توسط رایتل اومده نمی‌تونیم از این تکنولوژی استفاده کنیم!,0.0,28.0
3199,همان طور که گفتیم بر خلاف superamoled‌های موجود بر روی گوشی‌های سطح بالای سامسونگ، این صفحه نمایش پنل lcd دارد که البته با این حال در زوایای مختلف عملکرد خوبی را از خود به جای می‌گذارد.,1.0,38.0
4194,امکانات عالی هم داره,1.0,4.0
4470,کمپانی این بار تصمیم گرفته است که به جای پردازنده‌ی samsung-built arm cortex-a۸-based به کار رفته در iphone ۳gs از پردازنده‌ای استفاده کند که در apple ipad به کار گرفته شده بود؛ یعنی پردازنده‌ی a۴.,1.0,34.0
2536,در مقابل این گوشی گوشیه xperia neo با امکانات بیشتر اما با قیمت کمتر وجود دارد که از لحاظ طراحی زیبایی چیزی از این گوشی کم ندارد از نظر من اگر میخواهید مقداری پول در جیبتان بماند xperia neo نسبت به این گوشی به صرفه‌تر است اما اگر یک گوشی دو سیم کارته از همه مهم‌تر یک گوشی htc با رابط کاربری عالی اندروید ۴٫۰ می‌خواهید این گوشی بسیار مناسب است,1.0,71.0
89,در ضمن حالت واید بسیار عالی بزرگنمایی ۱۱x را نیز ارایه می‌کند.,1.0,14.0
281,سامسونگ در صفحه نمایش این تبلت از پنل super pls lcd استفاده کرده است که رنگ‌های بسیار زنده طبیعی را تولید کرده زاویه دید فوق العاده بالایی دارد.,1.0,28.0
5120,"کیفیت صفحه نمایش تو عمل واقعا راضی کنندست اصلا به چشم نمیاد نسبت به امکانات واقعا محشره من الان دو هفته‌ای میشه که دارمش به جرات میشه گفت از media pad fhd asus transformers مناسبتره، مخصوصا gamingش عالیه، shadowgun,blade slinger,real boxing..",1.0,45.0
2741,دوربین فول فریم عالی با قیمت مناسب,1.0,7.0
49,به دلیل موجود بودن در کانفیگ‌های گوناگون، لپ‌تاپ‌های سری می‌توانند هر نوع کاربری را راضی نگاه دارند.,1.0,19.0
6712,این پردازنده‌های به لطف بهره گیری از تکنولوژی hyper-threading قابلیت ایجاد دو هسته‌ای مجازی دیگر را داشته می‌توانند به صورت چهار هسته‌ای کار کنند.,1.0,25.0
1471,در قلب این گوشی پردازنده تک هسته‌ای یک گیگا هرتزی scorpion به همراه ۵۱۲ مگابایت حافظه ram قرار دارند که محیط کاربری بسیار روانی را به وجود می‌آورد.,1.0,29.0
2109,۲۴ میلی متر خیلی خوب است می‌تواند در یک کادر میدان دیدی کاملا گسترده را در بر گیرد.,1.0,19.0
726,به هر صورت symbian سیستم عاملی کاملا با سابقه قدیمی است در ovi store که فروشگاه بزرگ محصولات اپلیکیشن بازی نوکیا است، برنامه‌های مجانی فروشی زیادی برای دانلود وجود دارند.,1.0,32.0
