,comment,length,label_id
1799,چیزی که پیش‌تر در مورد گوشی‌های دارای ویندوز فون مشاهده نموده بودیم.,12.0,2
4911,سلام از سایت خوبتون ممنون به نظر من این دوربین برای کسی که میخواد عکاسی رو در سطح پیشرفته آغاز کنه عالیه بعد از ۶۰d بهترین گزینست دوربین جدید کنن ۶۵۰d، به نظرم الان با صرفه نیست که اون دوربین رو بخریم چون تازه اومده قیمتش بالاست,50.0,4
6095,شاید خرید یک مدل بالاتر به دلیل چند تغییر ظاهری ارگونومیکی به علاوه یک جفت میکروفون استریو خیلی معقول نباشد.,21.0,1
5118,پس از آن کافیست که آن را به سوی سوژه نشانه بروید دکمه شاتر را بفشارید تا بهترین با کیفیت‌ترین عکس‌ها گرفته شوند.,23.0,4
2200,وجود داره که البته اشکال یا ضعفی در سخت افزار وجود نداره علت اینه که دیتای گرافیک این تبلت کمه این اتفاق وقتی میوفته که بازی را با دیتای گرافیک‌های دیگه نصب میکنیم البته یه خورده به خاطر رزولیشن بالای این تبلت هست که کاهش فریم به وجود میاد که با اورکلاک کردن gpu کاملا حل میشه.,58.0,3
260,همچنین مجهز به توانایی فیلم برداری ۱۰۸۰p full hd هم می‌باشد.,13.0,2
2325,دوربین‌های با باطری قلمی مانند دوربین اس ایکس۱۶۰ با باطری لیتیومی دیگر مدلها مثلا دبلیوایکس ۱۰۰قابل شارژهستند فقط کافیه نوع باطری که انتخاب میکنید شارژی باشد,28.0,3
1410,اما اصولا به همان دلیلی که سازنده بر روی این دوربین آپشن‌های کنترل دستی را قرار نداده، ترجیح داده که هیچ راهی از قبیل وجود چشمی یا نمایشگر live view برای کادر بندی وجود نداشته باشد.,37.0,2
5077,یک تغییر بسیار دوست داشتنی دیگر در این دوربین نسبت به مدل‌های پیشین در به کار گیری سیستم شاتر جدید می‌باشد که عکاسی پیاپی با سرعت فریم بر ثانیه را مقدور کرده است.,33.0,4
14,دوربیندوربین جایی است که در این گوشی جای بحث زیادی دارد، چرا که این قسمت همواره ویژگی بوده که شرکت در آن عقب‌تر از دیگر تولیدکنندگان بوده است.,29.0,2
6716,به نظر من وزن بسیار زیادی داره در این رنج دوربین‌های بهتری وجود دارد,14.0,0
1599,خیلی حیف شد!,4.0,2
3046,بهترین گوشیه که تا حالا دیدم,6.0,3
5629,بهترین گوشیه که تا به حالا باهاش کار کردم مخصوصا سرعت دوربین صدا اینترنت خوش‌دست بودنش نسبت به قیمتش عالیه,20.0,4
321,از نظر ژنتیکی این دو دوربین کاملا شبیه به هم هستند فقط چند جهش کوچک در مدل جدیدتر رخ داده است.,21.0,2
5908,وقتی padfone اومد هم یخورده جا خوردم هم یخورده بی کیفیت به نظر میرسید.,15.0,1
2705,بدین ترتیب وقتی بر روی مود عکاسی پیاپی می‌روید، کافیست که انگشت خود را بر روی دکمه‌ی شاتر فشار دهید نگه دارید تا دوربین به صورت خودکار با سرعت ۱۰ فریم بر ثانیه عکس بگیرد.,37.0,3
1250,این دوربین شباهتی بسیار زیاد با مدل پیشین دارد.,10.0,2
3225,در مجموع کوچکی دستگاه این امکان را به شما می‌دهد که به راحتی آن را درون کیف خود گذاشته حمل کنید هر جا که نیاز به تهیه کپی یا اسکن از صفحات یا مدارکی داشتید استفاده کنید.,38.0,3
1800,حالا خودتون قضاوت کنید,4.0,2
4314,پردازنده چهار هسته‌ای قدرتمند سخت افزار بسیار خوب در تبلتی ارزون..,13.0,4
118,در زیر آن می‌توانیم شاهد یک پورت استاندارد hdmi یک پورت av/usb هم دیده می‌شود.,15.0,2
2677,تایپ کردن با کیبرد این تبلت در حالت عمودی با دو دست بسیار راحت است ولی در حالت افقی نیاز به کمی تمرین دارید تا به آن عادت کنید.,30.0,3
5535,البته دیگر جنبه‌های کیفیت تصویر هم واقعا عالی هستند.,10.0,4
5495,تصاویر گرفته شده با دوربین این تبلت کیفیت فوق‌العاده بالایی دارند.,12.0,4
70,آندروید جینجربرد روش خوب کار میکنه اما وقتی تبدیلش کنید با آندروید یه کوچولو مصرف باتری رو بالا میبره.,20.0,2
5616,مرورگر قرار گرفته بر روی این تبلت به صورت پیش فرض google chrome است که مخصوص اندروید ۴٫۱ طراحی گردیده است دارای مزایای بسیاری است.,26.0,4
4016,به همین دلیل همچنان بسیار خوش دست است به راحتی در دست در جیب جای می‌گیرد.,17.0,4
4866,دوربین عالی، صفحه نمایش بزرگ با کیفیت سخت افزار قدرتمند، تنها بخشی از نقاط قوت این گوشی محسوب می‌شوند.,22.0,4
4198,سرعتش خیلی بالاست دوربین خیلی خوبی داره.,8.0,4
4974,طراحی این گوشی بسیار زیبا خوش دست بوده به دلیل وزن بسیار سبکی که دارد، نگه داشتن آن در دست بسیار لذت بخش است.,26.0,4
2242,این مشکل قاطی کردن دکمه بک منو هم که دوستان بهش اشاره کردن تا حالا اصلا برام پیش نیومده.,20.0,3
997,یکی از تغییرات مهم در این نسخه، قرار گرفتن برنامه maps به جای برنامه google maps می‌باشد.,19.0,2
1907,نمی‌خواهیم با تعدد نام‌های این گوشی خسته‌تان کنیم، اما یکی دیگر از نام‌های این گوشی نیز htc deluxe می‌باشد.,21.0,2
1906,اما از آن جایی که این لنز توانایی ایجاد بزرگنمایی‌های بسیار بالا را دارد، کوچکترین لرزش دست شما ممکن است باعث ایجاد تارشدگی در عکس گردد.,28.0,2
5885,همانطور که گفتیم اگر صحنه دارای جزئیات فراوانی باشد دوربین را مرتبا تکان دهید تفکیک به سختی صورت می‌گیرد.,20.0,1
6777,اما خیلی‌ها ناامید هستند.,5.0,0
3743,هیچوقت هنگ نمیکنه.,4.0,3
4008,همچنین یک برنامه بسیار کاربردی در جهت ارائه نیز می‌باشد.,11.0,4
250,اما بوسیله پایه‌ای که در زیر دوربین قرار می‌گیرد توانایی چرخش دارد، می‌توانید جهت فیلم برداری دوربین را تغییر دهید حتی به جای مناظر روبرو از چهره خود فیلم برداری کنید.,33.0,2
679,از رقبای این گوشی می‌توان به sony xperia یا htc one اشاره نمود.,14.0,2
1539,"کانن بر روی این دوربین مودهای فیلم برداری مختلفی چون portrait, sports, snow, beach, sunset, night, low light, spotlight, fireworks را به کار برده است.",25.0,2
3860,در کل همانطور که گفتیم، vg-۱۵۰ دوربین کامپکتی مناسب افراد با بودجه محدود می‌باشد که کیفیت امکانات خیلی خوبی را ارائه می‌دهد.,25.0,3
530,ضبط ویدیویی هم می‌تواند با رزولوشن vga سرعت ۲۵ فریم بر ثانیه انجام گیرد.,15.0,2
1140,خوب یعنی پول یه تبلت یه گوشی رو دادیم که دست آخر یه صفحه نمایش ۱۰ اینچی لمسی برای گوشیمون بخریم؟,22.0,2
4679,نمایشگر این دوربین خوشبختانه حتی در زیر نور آفتاب هم کاملا شفاف قابل رویت است خود دوربین نیز خیلی سریع دقیق فوکوس می‌کند.,24.0,4
4124,بازخورد کلیدها بسیار خوب بوده تایپ کردن با آن بسیار لذت بخش است.,14.0,4
647,این پورت نه تنها می‌تواند مانند یک درگاه micro-usb عمل کند، بلکه وظیفه انتقال اطلاعات، داده‌ها انرژی بین داک تبلت گوشی را بر عهده دارد.,28.0,2
5203,به دلیل رزولوشن بالایی که این سنسور ارائه می‌دهد، جزئیات می‌توانند با تفکیکی بسیار عالی ثبت شوند.,19.0,4
3809,به کمک این کارت گرافیکی، نوت‌بوک شما به راحتی می‌تواند نوت‌بوکی مناسب برای انجام بازی‌ها‌ی رایانه‌ای اجرای برنامه‌ها‌ی سنگین گرافیکی باشد.,23.0,3
5132,کارایی سایر سخت افزارها: در حد بسیار خوب,9.0,4
941,عیب بزرگ دیگه‌ای نداره بقیه خیلی کوچیکن.,8.0,2
3048,من همین الان سفارش دادم چون با این مشخصات قیمت واقعیش بالاتر از اینا باید باشه.,17.0,3
5240,از این بهتر نمیشه,4.0,4
2625,در ضمن در صورت برخورد دوربین با مکان‌های مختلف؛ که اصلا هم بعید نیست سالم می‌ماند.,18.0,3
5055,در ضمن اوج قدرت اپل وقتی مشخص میشه که با یه پردازنده هسته‌ای داره با هسته ایها مبارزه میکنه اونها رو به راحتی شکست میده!,26.0,4
3623,به خصوص اهرم زوم دومی می‌تواند باعث شود که دوربین را همانند dslr‌ها در دست بگیرید در ارگونومی عکاسی به شما کمک کند.,24.0,3
3799,صداش هم متوسطه بد نیست.,6.0,3
3710,حالا می‌توانید در حالی که راحت در منزل خود نشسته‌اید از پخش محتواهای گوناگون در تلویزیون خود لذت ببرید.,20.0,3
4986,فوق العاده است، واقعا ارزش خرید رو داره!,10.0,4
1577,کاری که واستون میکنه حتی یک گوشی هم تا حدودی میتونه بکنه، اما..,16.0,2
1017,a۲۳۰۰ به دلیل باریکی که دارد، خیلی شبیه به دوربین‌های سری ixus می‌باشد.,16.0,2
4630,واقعا تبلت محشریه چه از لحاظ استایل چه از لحاظ سرعت.,12.0,4
5628,من این دورینو خریدم واقعا عالیه حرف نداره,8.0,4
61,به نظر من تبلت خوبیه ولی زمانی که من اینو داشتم: کیف کاوری براش نبود,16.0,2
4604,فوق العاده کم مصرف اسکن با حداکثر کیفیت فوق العاده کم جا شکیل بسیار با دوام الان روی میز کارمه من روزانه باهاش بیشتر از ۴۰ برگ اسکن میگیرم,29.0,4
3535,این دوربین از مود sweep panorama که زمان زیادی است آن را بر روی دوربین‌های سونی می‌بینیم هم بهره می‌برد.,21.0,3
6027,۵- عدم وجود یک قلم کاربردی,6.0,1
2411,پورت‌ها اتصالات از لحاظ پورت‌ها، سری از تمام پورت‌های لازم برای مصارف روزمره بهره می‌برد.,17.0,3
303,شارژ این دوربین از طریق باتری لیتیومی ۱۱۰۰ میلی آمپری تامین می‌شود که در یک بار شارژ کامل می‌تواند تا ۲٫۵ ساعت برای فیلم برداری شارژدهی کند.,28.0,2
6277,من قصد خرید داشتم ولی همه از داغ کردنش وهنگ کردنش ناراضی بودن تصمیمم عوض شد.,17.0,1
1187,صفحه نمایش صفحه نمایش ۱۰٫۱ اینچی تبلت جدید سامسونگ از نوع pls lcd می‌باشد که تصاویر را با دقت ۸۰۰×۱۲۸۰ نمایش می‌دهد.,26.0,2
5931,بدون چنین دکمه هایی شما مجبور به روشن کردن نمایشگر استفاده از دکمه‌های مجازی لمسی خواهید بود که کمی اذیت کننده است.,22.0,1
4829,طراحی فوق‌العاده با روکش فلزی، امکانات امنیتی بسیار بالا پورت‌های فراوان، مدل ۱۵٫۶ اینچی hp ۴۵۴۰s را به یک لپ‌تاپ ایده آل برای مدیران، مهندسین در مجموع کاربران اداری تبدیل کرده است.,37.0,4
2576,حتی رنگ‌های تولید شده در مقایسه با iphone ۴s نیز طبیعی‌تر هستند.,13.0,3
4276,در کل انتخاب خیلی خوبیه تو این رنج قیمت,9.0,4
2268,سنسور تصویر ۱۸ مگاپیکسلی cmos این دو دوربین باعث می‌شود که بتوانید جزئیات خیلی زیادی را در شرایط نوری خوب با آن ثبت کنید.,25.0,3
3791,گزینه‌ای هم بنام بروزرسانی داره که در صورتی که شرکت هوآوی آپدیت جدید بده آنلاین میتونین آپدیت رو دریافت کنید.,21.0,3
659,گیرنده دیجیتال جدید فراسو چیست؟,6.0,2
5799,به نظر من دو تا اشکال داره: ۱.,9.0,1
3832,امکانات ورژن جدید اندروید با شناسه ۵۸۷ تقریبا کلیه نقایص اندروید روی گوشی لایو با این ورژن حل شده است سرعت مناسب کارکرد گوشی-سرعت مناسب در حین فیلم‌برداری در حالت اچ دی-شماره‌گیر هوشمند مناسب-عدم مشکل وای فای و.,38.0,3
1819,بهتره این گوشی با s۲ سامسونگ یا one اچ تی سی مقایسه بشه.,14.0,2
3755,تو این گوشی ۴۱۰ مگابایت فضا برای نصب برنامه‌ها بهتون داده میشه که کافیه.,15.0,3
859,همانند بیشتر دوربین‌های امروزی همه‌ی دوربین‌های سری a، این دوربین هم مجهز به مود عکاسی smart auto یا همان intelligent auto یا اتوماتیک هوشمند می‌باشد.,27.0,2
4329,هارد واقعا عالیه از کف دست کوچیکتر با کارایی سرعت بالا.,12.0,4
4755,برنامه دوربین live with walkman امکانات اولیه بسیار کاملی دارد.,11.0,4
3662,هرچند که این دوربین از داشتن لنز با توانایی زوم ۲۰ برابر f۷۷۰ محروم است، اما توانایی زوم ۱۵ برابر آن نیز باعث می‌شود تا بتوانید سوژه‌هایی کاملا دوردست را هم با کیفیتی کاملا بالا ثبت کنید.,40.0,3
3556,گوشی خوب جم جوریه.,5.0,3
4654,واقعا از کار کردن با اون لذت میبرم از دیجی کالا هم بخاطر تعهد امانتداری برخورد خوب پرسنلش سپاسگزارم راستی الان هم دارم با تبلتم کامنت میذارم.,28.0,4
1923,من یه هفته میشه این تبلت رو گرفتم.,9.0,2
1996,اگر دوست دارید که در دنیای تلفن همراه یک لامبورگینی داشته باشید!,12.0,3
6645,قدرت کم باطری نسبت به ال سی دی اینچ قدرت پردازش که مطمئنا با مصرف معمولی حدود روز دوام میاره ۲.,21.0,1
2197,این دوربین هم همچنان می‌تواند در مودهای اتوماتیک هوشمند دستی عکاسی کند.,13.0,3
2881,تو خریدش شک نکنید.,5.0,3
3695,من آیفون دارم اما شیفته این شدم!,8.0,3
4154,در تست‌های انجام شده، این گوشی بدون هیچ مشکلی بازی‌های hd را نیز اجرا کرد تقریبا می‌توان گفت که در اجرای تمامی برنامه‌ها، بسیار روان عمل نمود.,30.0,4
1160,معمولا پرینترهای جوهر افشان چند کاره ست آپ نسبتا مفسلی دارند.,12.0,2
6093,من حدود چهار ماهه که این گوشی راخریدم ودوالی سه دقیقه که با ان کار میکنی منو‌ها خود بخود باز وبسته میشود,22.0,1
665,شکافی که گوشی در آن قرار می‌گیرد دارای تعدادی دنده پلاستیکی بوده همانند سیستم کمربند خودرو عمل می‌کند.,19.0,2
905,به علاوه برنامه‌ای به طور پیش فرض به نام audiowizard بر روی گوشی نصب شده است که برای شما امکان انتخاب بین حالت‌های مختلف صوتی (موسیقی، فیلم، بازی,30.0,2
4044,همچنین ۱۰۰d از این مزیت بهره می‌برد که می‌توانید از همه لنزهای کانن بدون استفاده از آداپتور mount بر روی آن استفاده کنید.,25.0,4
2738,خوشبختانه جای باتری این دوربین از نوع باز است بدین ترتیب می‌توانید از باتری‌های بزرگتر پرظرفیت‌تر چون fv۷۰ fv۱۰۰ هم بر روی آن استفاده کنید.,28.0,3
3577,دسترسی بیسیم پخش محتواهای مختلفبا قابلیت اشتراک گذاری بیسیم می‌توانید بیشترین بهره را از محتواها تجهیزات خود ببرید.,19.0,3
4023,من یک ماهی میشه خریدمش هارد بسیار خوبیه ارزش خریدن رو داره وزن کم مخصوصا اینکه موقع بیکار بودن هارد روی استند بای میره موقع باز کردن هارد دوباره شروع به کار میکنه بدون کسری از ثانیه واقعا خوبه,39.0,4
5523,صفحه نمایشگرشم نسبتاعالی درحد راضی کنندست.,7.0,4
5854,فیلم برداری دوربین asha ۳۰۲ با کیفیت qvga سرعت ۱۵ فریم بر ثانیه صورت می‌پذیرد که چندان قابل تعریف نیست.,21.0,1
88,دوربین nex‪-‬vg۱۰ با رزولوشن ۱۹۲۰ در ۱۰۸۰ با سرعت ۲۴ مگابیت در ثانیه فیلم برداری می‌کند به همراه یک لنز e‪-‬mount از نوع ۱۸‪-‬۲۰۰mm با زوم اپتیکال ۱۱ برابر ارایه می‌شود.,36.0,2
3419,اگه بتونم حتما یکیشو میخرم,5.0,3
6125,همچنین عکس‌ها به نظرمان مقداری تمایل به رنگ آبی دارند.,11.0,1
210,همین کافی است تا به قابلیت‌های ورزشی این دوربین مطئمن شویم.,12.0,2
17,از کیفیت بالاتری برخوردار اند.,6.0,2
2205,مخصوصا اینکه احتیاج به برق اضافی آداپتور نداره,8.0,3
1902,در کل، با یک تبلت جدید آشنا شدیم که به گفته مایکروسافت قرار بود جای لپ تاپ را نیز برای کاربر بگیرد.,24.0,2
1504,اگر شما یک دانشجو باشید حتما می‌دانید که به دفعات برایتان پیش آمده که نیاز به گرفتن کپی یا عکس از یک کتاب یا جزوه داشته‌اید، مهندسین عمران معمولا نیاز دارند که نقشه‌های خود را همراه داشته باشند، کلا همیشه مدارک زیادی را حمل می‌کنند چندین مورد دیگر که در تمامی این‌ها یک پویشگر دستی می‌تواند به راحتی در زمانی بسیار کوتاه از این مدارک نقشه‌ها متون اسکن تهیه کرده بر روی یک حافظه ذخیر کند درمواقع مورد نیاز در اختیار شما قرار دهد.,86.0,2
5774,اول اینکه با قرار دادن گوشی بر روی سطوح مختلف، احتمال خط افتادن بر روی شیشه روی لنز بسیار زیاد است.,23.0,1
1760,در مورد ظرفیت آیفون جدید نیز باید بگوییم که اپل مدل جدید خود را در سه ظرفیت ۱۶، ۳۲ ۶۴ گیگابایت تولید نموده است همانند محصولات قبلی این کمپانی، آیفون نیز از کارت حافظه جانبی پشتیبانی نمی‌کند کاربر باید بنا بر نیاز خود یکی از این سه مدل را انتخاب نماید.,53.0,2
3271,جمع بندیدر کل، به نظر می‌رسد کمپانی sony بعد از جدا شدن از ericsson، در تولید گوشی دقت وسواس بیشتری به خرج داده تا مجددا در بازار رقابت به جمع بزرگان بپیوندد.,35.0,3
2689,دیافراگم f/۲٫۲ این گوشی باعث می‌گردد که عملکرد این دوربین در شرایط نوری ضعیف بسیار خوب باشد.,18.0,3
6459,این گوشی باطریش قابل تعویض نیست همچنین رادیو ندارد ضمن اینکه ظرفیت باطریش خیلی کمه زود شارژ خالی میکنه همیشه باید یک شارژ در برق همراهتان بکشید اینور آنور معلوم نیست چرا htc این عیوب آشکار را در گوشی‌های جدیدش برطرف نمی‌کنه مشکل همچنان ادامه داره,46.0,1
3454,کیفیت بلندگوهای سری نیز نسبت به رقبا در این بازه قیمتی، بسیار خوب است.,16.0,3
3916,شاید بتوان گفت بزرگترین نقطه قوت مزیت این دوربین به دیگر دوربین‌های رایج ورزشی غیر ورزشی، بهره گیری از یک لنز بسیار واید ۱۷۰ درجه است که تصاویری بسیار عریض خیره کننده ضبط می‌کند، قابلیتی که نقش موثری در خلق تصاویر مهیج زیبا در فعالیت‌های ورزشی ماجرا جویانه دارد.,52.0,4
1158,منتظر نقد بررسی کامل این گوشی در دیجی کالا باشید.,11.0,2
6124,این در حالیست که ۶۰۰d واقعا پیشرفت خیلی زیادی از این نظر نسبت به ۵۵۰d نداشت.,19.0,1
2538,بهترین وسیله برای نگه داشتن بکاپ با امنیت بالا با استفاده از نرم افزاری که تو خودش داره.,19.0,3
6614,در‌ ایزو ۶۴۰۰ ۱۲۸۰۰ نویز کاهش غلظت رنگ‌ها بیشتر می‌شود.,11.0,1
6826,۱- بهترین دوربینو نداره pure view lumia دارن -نه باریکترینه سبک‌ترین هم نیست باریک‌ترین droid razr هست با ۷٫۱ میلیمتر سبک‌تر از اون sony xperia xs با ۹۵ گرم بهترین صفحه نمایشو هم خودشون میگن داره ولی میبینی که مثل باریک‌ترین سبک‌ترین حتما بهترین نیست ۱۶:۹ چیزی بود که استیو جابز ازش متنفر بود اینکه تقریبا همه گوشی‌های دیگه ۱۶:۹ هستند بالاتر از اینچ هم هستند بهترین هدفون دنیا هم نیست خیلی بهتر از اون هم هست,77.0,0
1302,کنتراست کیفیت رنگ‌های تولید شده در حد خوبی قرار دارند ولی عکاسان حرفه‌ای یا کسانی که کارهای گرافیکی انجام می‌دهند، ممکن است از کیفیت صفحه نمایش g۵۸۰ راضی نباشند.,32.0,2
5091,این یک رکورد شگفت انگیز است.,7.0,4
3349,البته در حالت واید هر دو فاصله کانونی ۲۸ میلی متر را ارائه می‌دهند که به اندازه کافی واید هست می‌تواند میدان دید گسترده‌ای را در بر بگیرد.,29.0,3
1611,البته مطمئنا رقبایی نیز برای ft۳ در بازار وجود دارند که از سرسخت‌ترین آن‌ها می‌توان به دوربین‌های سری tough کمپانی المپوس البته مدل tg-۸۱۰ آن‌ها اشاره کرد که حتی تحمل وارد آمدن فشار ۱۰۰ کیلوگرمی را هم دارد.,40.0,2
1198,در قسمت پایین این صفحه نمایش سه دکمه لمسی معمول htc قرار گرفته‌اند در قسمت بالای آن نیز سنسور‌های مجاورت سنجش نور تعبیه شده‌اند.,25.0,2
2766,من که خیلی راضیم,4.0,3
6197,هیچ برنامه جدیدی که برای نسخه جدید سیستم عامل اپل نسبت به نسخه پیشین یک برتری ایجاد نماید بر روی ios قرار داده نشده است.,24.0,1
3979,کیفیت صداش عالیه!,4.0,4
2914,من این دوربین رو چند وقتی هست که از این سایت بسیار خوب دیجی کالا خریداری کردم دوربین بسیار خوبیه فقط یکم تو شب عکسبرداری رو مشکل میکنه,28.0,3
3131,این دوربین با ظاهری نامتعارف، اما کاملا حرفه‌ای، شما را به دنیای ورزش ماجراجویی دعوت می‌کند.,19.0,3
5871,بهترین گوشی اپل تا حالا فقط آیفون ۴s هست.,10.0,1
6383,بنظر من فقط یک چیز این موبایل بد است ان هم کیفیت دوربین ان است,15.0,1
5510,تو رقبای خودش حرف نداره باترفلای قیمتش از این بالاتره فقط گوشیه امکاناتش کمتر هم هست!,17.0,4
3876,کنتراست زاویه‌دید صفحه نمایش مناسب نسبتا خوب است روشنایی صفحه‌نمایش بسیار بالاست.,13.0,3
1035,با این حال از این نظر درست مانند لنز sx۲۸۰ hs شده است.,14.0,2
2503,با وجود این سخت افزار مناسب البته سیستم عامل روان ویندوز که همواره با مدیریت خوب بر حافظه رم، سرعت مناسبی را به کاربر ارائه نموده است، تمامی کارها در این تبلت با سرعتی بسیار خوب انجام خواهند شد.,40.0,3
1558,با hdmi می‌توانید دوربین را به تلوزیون‌های hdtv متصل نموده فیلم‌های گرفته شده را با کیفیت hd یا full hd تماشا نمایید.,23.0,2
1472,گوشی iphone نیز از این قاعده مستثنی نیست احتمالا یکی از موفق‌ترین محصولات کمپانی تا به این تاریخ خواهد بود.,20.0,2
1784,با تشکر از دیجی کالا که کیفیت کالاهایش ضامن بقای کار فروشگاهش است.,14.0,2
5481,البته هر کسی که آشنایی با دوربین‌های ضد آب دارد می‌داند که تحمل فشار آب تا این عمق بسیار تحسین برانگیز است.,23.0,4
5462,من خودم تا ایسوس دارم اصلا ازش خسته نمیشم به نظرم asus بهترین برند لپ تاپ هستش,17.0,4
4563,با این حال همین سنسور تصویر نیز می‌تواند عملکرد خیلی خوبی داشته باشد به خصوص تفکیک جزئیات بالایی را ارائه دهد.,21.0,4
5665,من هیچ ایرادی ندیدم تو این گوشی.,8.0,4
6002,در پشت این تبلت، دوربین مگاپیکسلی آن قرار دارد که متاسفانه به فلش مجهز نیست.,17.0,1
3442,در کل، باید بگوییم که طراحی این تبلت از طراحی تبلت‌ها تا به امروز که یا از پلاستیک یا از آلومینیوم بودند متفاوت می‌باشد یک نوآوری توسط مایکروسافت محسوب می‌گردد که بسیار دوست داشتنی است.,37.0,3
456,این لنز جدید کانن که حدود ۲۵۰ دلار قیمت دارد، تحولی کامل نسبت به ۱۸-۵۵ های قبلی می‌باشد.,22.0,2
624,در صورت لزوم شما می‌توانید آن را نیز سفارش دهید.,11.0,2
2475,در کل همان طور که گفتیم، miro در سطح مبتدی گوشی‌های اندرویدی با استاندارد سال ۲۰۱۲ قرار می‌گیرد که امکاناتی درخور را با قیمتی مناسب ارائه می‌دهد.,29.0,3
3865,اپل فقط تو کاره فانتزی بودنه ولی سامسونگ داره روز به روز به کارایی هاش اضافه می‌کنه,17.0,3
2145,این کار بدون مکث زیاد صورت می‌پذیرد.,8.0,3
3674,محیط رابط کاربری تغییر خاصی نسبت به ios نکرده ولی تعدادی امکان قابلیت جدید مانند یکپارچگی با شبکه اجتماعی فیس‌بوک، مارکت بهبود یافته برنامه ناوبری apple maps، به آن اضافه شده است.,34.0,3
3830,در کل، عملکرد صفحه نمایش mediapad ۱۰ به واقع ما را خشنود نمود.,15.0,3
3738,مجموعه گردو دارای قفل نیست کاربران در صورت نیاز می‌توانند نرم‌افزارها را کپی در جاهای دیگر استفاده نمایند.,19.0,3
4312,کیفیت فیلم‌برداری ۷۲۰p موجود در آی پد اصلا راضی کننده نبود ولی فیلم‌برداری full hd ۱۰۸۰p با ۳۰ فریم بر ثانیه آی پد مینی، دارای کیفیت فوق‌العاده بالایی است.,33.0,4
3452,به همین دلیل سطح آن همواره تمیز باقی می‌ماند.,10.0,3
422,در حقیقت بسته بندی این گوشی هم خیلی صرفه جویانه بوده است.,12.0,2
5701,این باعث شده که احساس خیلی بهتری در هنگام کار کردن با نمایشگر داشته باشید.,15.0,4
6305,zs۶ از هر نظر یک کامپکت کاملا معمولی است.,10.0,1
4875,در کل گوشی خوب کارآمدیه,5.0,4
4781,این یه تبلته خارق‌العاده است,5.0,4
3817,از دوربینم راضیم در خریدش شک نکنید.,8.0,3
4396,بسیار قدرتمند ------------------------ از نقاط ضعفش هم میشه گفت: ۱. به حالت کلی نقطه ضعفی نداره ------------------------ اما در مقایسه با دوربین کانن مدل sx-۱۳۰ که داداشم داره میشه گفت که عکس‌های برابری دارن اما توی فیلم برداری این مدل سونی به لطف فیلم برداری فول اچ دی به مراتب کیفیت بهتری داره، ضمن اینکه به لحاظ طراحی هم این مدل سونی بسیار سرتر هست.,69.0,4
6088,نکته دیگه راجع به backlite هست که من با کلی تحقیق متوجه شدم که z۵۰۰ های عرضه شده در ایران فاقد این آپشن هستند متاسفانه که بزرگترین عیب مشکل z۵۰۰ هست,33.0,1
2828,گاهی اوقات نیز می‌بینیم که برای فوکوس خودکار بر روی سوژه‌های مختلف این دوربین، از فلاش برای پیدا کردن سوژه کمک به فوکوس بهتر بهره می‌برد.,28.0,3
4169,ارگونومی، طراحی ساخت آن نیز کاملا عالی، با کیفیت اصولی می‌باشد تا در هنگام عکاسی تسلط کامل را بر دوربین داشته باشید.,24.0,4
561,از نظر شارژدهی بسیار شبیه به گوشی‌های htc incredible htc desire می‌باشد.,13.0,2
3175,این حافظه‌ی ram، جزو بالاترین مقادیری است که تا کنون بر روی یک گوشی هوشمند قرار گرفته پردازشگر گرافیکی هم توان تولید قدرت فراوانی دارد.,27.0,3
5792,البته، تصاویری که در نور کم گرفته شده‌اند با مشکل نویز مواجه هستند.,15.0,1
6180,ولی همونطور که میبینیم امکاناتی که تو این گوشی استفاده شده مثل پردازنده هسته ای (که دیدیم اپل با پردازنده دو هسته‌ای آیفون همه چهار هسته ای‌ها رو شکست داد پس فقط نمیتوان به اعداد ارقام توجه داشت).,41.0,1
247,همون psp go بهترین انتخابه هم از نظر دانلود بازی هاش هم هزینه‌اش,13.0,2
3323,سیپیوشم اصلا کم نمیاره اونم با بازیهایی مثل modrn combat۴ و..,13.0,3
1053,از لحاظ پردازش محاسبات گرافیکی نیز، g۵۸۰ همانند اکثر نوت‌بوک‌های مالتی مدیا، در دو مدل با پردازشگر گرافیکی آنبورد intel hd با کارت گرافیک مجزا وجود دارد.,31.0,2
6407,هر چند خیلی جالبه ولی با پولش میشه یه موبایل یه تبلت بخری!,14.0,1
4225,پردازنده‌ی core i۷ که قدرتمندترین آن‌هاست، پردازنده‌ای ذاتا چهار هسته‌ای با توان تولید چهار هسته‌ی مجازی کارکرد با مجموع هشت هسته است (تکنولوژی hyper-threading) که عملکردی کم نظیر را ارایه می‌دهد.,35.0,4
5105,عالیه، واقعا ازش راضیم فرشید رضایی از شیراز,9.0,4
